"deviceVendor","deviceProduct","deviceHostName","deviceAddress","_count"
"Microsoft","System or Application Event","OBT-EDF3.odeabank.com.tr","10.224.21.48","3"
"Microsoft","System or Application Event","OBT-EFT01.odeabank.com.tr","10.224.15.25","3"
"Microsoft","System or Application Event","OBT-EMC1.odeabank.com.tr","10.224.13.26","3"
"Microsoft","System or Application Event","OBT-IXIK02.odeabank.com.tr","10.224.15.73","3"
"Microsoft","System or Application Event","OBT-PREBIDB1.odeabank.com.tr","10.224.108.61","3"
"Microsoft","System or Application Event","OBT-SESREC5.odeabank.com.tr","10.224.60.69","3"
"Microsoft","System or Application Event","OBTVM-ADBLC1.odeabank.com.tr","10.224.10.96","3"
"Microsoft","System or Application Event","OBTVM-ASSETP2.odeabank.com.tr","10.224.58.57","3"
"Microsoft","System or Application Event","OBTVM-ATMR1.odeabank.com.tr","10.224.15.91","3"
"Microsoft","System or Application Event","OBTVM-BMRFS1.odeabank.com.tr","10.224.120.156","3"
"Microsoft","System or Application Event","OBTVM-CBFS1.odeabank.com.tr","10.224.121.111","3"
"Microsoft","System or Application Event","OBTVM-DCAP1.odeabank.com.tr","10.224.15.67","3"
"Microsoft","System or Application Event","OBTVM-DOUI1.odeabank.com.tr","10.224.116.75","3"
"Microsoft","System or Application Event","OBTVM-DRATMR1.odeabank.com.tr","10.224.146.91","3"
"Microsoft","System or Application Event","OBTVM-DRATMTTS1.odeabank.com.tr","10.224.140.135","3"
"Microsoft","System or Application Event","OBTVM-DRIBMA1.odeabank.com.tr","10.224.164.126","3"
"Microsoft","System or Application Event","OBTVM-DRIBSG1.odeabank.com.tr","10.224.164.155","3"
"Microsoft","System or Application Event","OBTVM-DRIRTS01.odeabank.com.tr","10.224.146.36","3"
"Microsoft","System or Application Event","OBTVM-DRIXCUI1.odeabank.com.tr","10.224.145.115","3"
"Microsoft","System or Application Event","OBTVM-DRIXGW01.odeabank.com.tr","10.224.146.32","3"
"Microsoft","System or Application Event","OBTVM-DRIXSR5.odeabank.com.tr","10.224.145.26","3"
"Microsoft","System or Application Event","OBTVM-DRKKGW1.odeabank.com.tr","10.224.164.21","3"
"Microsoft","System or Application Event","OBTVM-DRMRXRDP1.odeabank.com.tr","10.224.158.40","3"
"Microsoft","System or Application Event","OBTVM-DRODCA01.odeabank.com.tr","10.224.146.183","3"
"Microsoft","System or Application Event","OBTVM-DRODCSM1.odeabank.com.tr","10.224.164.184","3"
"Microsoft","System or Application Event","OBTVM-DRPYR1.odeabank.com.tr","10.224.146.46","3"
"Microsoft","System or Application Event","OBTVM-DRTRM19.odeabank.com.tr","10.224.172.39","3"
"Microsoft","System or Application Event","OBTVM-DRTRM21.odeabank.com.tr","10.224.172.11","3"
"Microsoft","System or Application Event","OBTVM-DRTRM33.odeabank.com.tr","10.224.172.63","3"
"Microsoft","System or Application Event","OBTVM-DWHDRA03.odeabank.com.tr","10.224.145.110","3"
"Microsoft","System or Application Event","OBTVM-DWHUI1.odeabank.com.tr","10.224.10.108","3"
"Microsoft","System or Application Event","OBTVM-KFRM2.odeabank.com.tr","10.224.21.65","3"
"Microsoft","System or Application Event","OBTVM-KKTB2.odeabank.com.tr","10.224.21.72","3"
"Microsoft","System or Application Event","OBTVM-OBTIS11.odeabank.com.tr","10.224.15.115","3"
"Microsoft","System or Application Event","OBTVM-ODCA03.odeabank.com.tr","10.224.15.185","3"
"Microsoft","System or Application Event","OBTVM-OIAPP1.odeabank.com.tr","10.224.104.30","3"
"Microsoft","System or Application Event","OBTVM-SASPA1.odeabank.com.tr","10.224.96.41","3"
"Microsoft","System or Application Event","OBTVM-SCCM03.odeabank.com.tr","10.224.62.11","3"
"Microsoft","System or Application Event","OBTVM-SPCANL1.odeabank.com.tr","10.224.109.22","3"
"Microsoft","System or Application Event","OBTVM-SWFTTRM1.odeabank.com.tr","10.224.50.98","3"
"Microsoft","System or Application Event","OBTVM-TSTIXESB1.odeabank.com.tr","10.224.110.35","3"
"Microsoft","System or Application Event","OBTVM-TSTNVC1.odeabank.com.tr","10.224.115.125","3"
"Microsoft","System or Application Event","ODV1PGMST1.odeabank.com.tr","10.224.141.22","3"
"Microsoft","System or Application Event","PW1030-0044.odeabank.com.tr","10.225.4.92","3"
"Microsoft","System or Application Event","PW1040-0039.odeabank.com.tr","10.225.3.65","3"
"Microsoft","System or Application Event","PW1070-0018.odeabank.com.tr","10.225.11.115","3"
"Microsoft","System or Application Event","PW1110-0009.odeabank.com.tr","10.225.31.153","3"
"Microsoft","System or Application Event","PW1110-0025.odeabank.com.tr","10.225.31.119","3"
"Microsoft","System or Application Event","PW2000-0012.odeabank.com.tr","10.225.5.180","3"
"Microsoft","System or Application Event","PW2180-0006.odeabank.com.tr","10.225.33.123","3"
"Microsoft","System or Application Event","PW2180-0034.odeabank.com.tr","10.225.33.48","3"
"Microsoft","System or Application Event","PW2230-0010.odeabank.com.tr","10.225.35.65","3"
"Microsoft","System or Application Event","PW9019-0179.odeabank.com.tr","10.225.201.60","3"
"Microsoft","System or Application Event","PW9019-0209.odeabank.com.tr","10.225.206.185","3"
"Microsoft","System or Application Event","PW9019-0327.odeabank.com.tr","10.225.201.17","3"
"Microsoft","System or Application Event","PW9019-0339.odeabank.com.tr","10.225.201.35","3"
"Microsoft","System or Application Event","PW9019-0353.odeabank.com.tr","10.225.207.240","3"
"Microsoft","System or Application Event","PW9019-0356.odeabank.com.tr","10.225.208.25","3"
"Microsoft","System or Application Event","PW9019-0411.odeabank.com.tr","10.225.208.55","3"
"Microsoft","System or Application Event","PW9019-0444.odeabank.com.tr","10.225.224.56","3"
"Microsoft","System or Application Event","PW9019-1907.odeabank.com.tr","10.211.55.3","3"
"Microsoft","System or Application Event","PWG1190-0002.odeabank.com.tr","10.225.27.73","3"
"Microsoft","System or Application Event","PWG2230-0001.odeabank.com.tr","10.225.35.64","3"
"Microsoft","System or Application Event","PWG2270-0002.odeabank.com.tr","10.225.48.64","3"
"Microsoft","System or Application Event","obtvm-tstocapp1.odeabank.com.tr","10.224.123.3","3"
"Microsoft","System or Application Event","obtvm-tstocui1.odeabank.com.tr","10.224.123.11","3"
"Unix","Unix","obtvm-grdcoll6","10.224.104.39","3"
"","","","10.224.121.151","2"
"","","obtvm-grdcoll10.odeabank.com.tr","10.224.104.41","2"
"","","obtvm-grdcoll11.odeabank.com.tr","10.224.104.42","2"
"ArcSight","ArcSight","","10.224.104.28","2"
"ArcSight","ArcSight","obtvm-arcscon11.odeabank.com.tr","10.224.104.133","2"
"CISCO","Cisco Secure ACS","ODEA-ACS1","","2"
"CISCO","Cisco Secure ACS","ODEA-BANK-ACS","","2"
"CISCO","CiscoRouter","","10.225.154.2","2"
"CISCO","CiscoRouter","","10.225.198.41","2"
"CISCO","CiscoRouter","","10.225.32.3","2"
"CISCO","CiscoRouter","","10.225.49.2","2"
"CISCO","CiscoRouter","","10.227.254.20","2"
"CISCO","CiscoRouter","obtvm-arcscon6.odeabank.com.tr","10.224.104.112","2"
"F5","Big IP","OBT-F5-Int4.odeabank.com.tr","","2"
"HPE","Aruba Mobility Controller","","10.225.176.101","2"
"HPE","Aruba Mobility Controller","","10.225.176.186","2"
"HPE","Aruba Mobility Controller","","10.225.178.181","2"
"HPE","Aruba Mobility Controller","","10.225.180.27","2"
"HPE","Aruba Mobility Controller","","10.225.180.35","2"
"Microsoft","Microsoft Windows","DSBA1070-03.odeabank.com.tr","10.225.11.223","2"
"Microsoft","Microsoft Windows","DSBA1130-01.odeabank.com.tr","10.225.19.194","2"
"Microsoft","Microsoft Windows","DSTE1110-02.odeabank.com.tr","10.225.31.234","2"
"Microsoft","Microsoft Windows","DSZD1210-01.odeabank.com.tr","10.225.28.233","2"
"Microsoft","Microsoft Windows","NW-PF1V57TM.odeabank.com.tr","10.225.177.248","2"
"Microsoft","Microsoft Windows","OBTVM-CPVWA2.odeabank.com.tr","10.224.96.81","2"
"Microsoft","Microsoft Windows","OBTVM-DRCIMZ1.odeabank.com.tr","10.224.146.152","2"
"Microsoft","Microsoft Windows","OBTVM-DRTRM26.odeabank.com.tr","10.224.172.16","2"
"Microsoft","Microsoft Windows","OBTVM-DRTRM8.odeabank.com.tr","10.224.172.28","2"
"Microsoft","Microsoft Windows","OBTVM-TSTADBLC1.odeabank.com.tr","10.224.115.51","2"
"Microsoft","Microsoft Windows","OBTVM-TSTASSET1.odeabank.com.tr","10.224.97.50","2"
"Microsoft","Microsoft Windows","OBTVM-TSTKKBP1.odeabank.com.tr","10.224.115.108","2"
"Microsoft","Microsoft Windows","OBTVM-TSTSGK2.odeabank.com.tr","10.224.115.39","2"
"Microsoft","Microsoft Windows","PW1140-0017.odeabank.com.tr","10.225.65.173","2"
"Microsoft","Microsoft Windows","PW1250-0012.odeabank.com.tr","10.225.44.192","2"
"Microsoft","Microsoft Windows","PW1270-0005.odeabank.com.tr","10.225.14.193","2"
"Microsoft","Microsoft Windows","PW2030-0026.odeabank.com.tr","10.225.12.153","2"
"Microsoft","Microsoft Windows","PW9019-0037.odeabank.com.tr","10.225.208.119","2"
"Microsoft","Microsoft Windows","PW9019-0043.odeabank.com.tr","10.225.208.130","2"
"Microsoft","Microsoft Windows","PW9019-0086.odeabank.com.tr","10.225.207.182","2"
"Microsoft","Microsoft Windows","PW9019-0265.odeabank.com.tr","10.225.208.237","2"
"Microsoft","Microsoft Windows","PW9019-0325.odeabank.com.tr","10.225.181.155","2"
"Microsoft","Microsoft Windows WindowsUpdateClient","PW9019-0185.odeabank.com.tr","10.225.201.30","2"
"Microsoft","System or Application Event","CW9019-0089.odeabank.com.tr","10.225.237.163","2"
"Microsoft","System or Application Event","CW9019-0096.odeabank.com.tr","10.225.236.54","2"
"Microsoft","System or Application Event","CW9019-0099.odeabank.com.tr","10.225.237.28","2"
"Microsoft","System or Application Event","CWA-0045.odeabank.com.tr","10.225.237.204","2"
"Microsoft","System or Application Event","CWA-0050.odeabank.com.tr","10.225.236.155","2"
"Microsoft","System or Application Event","CWA-0051.odeabank.com.tr","10.225.236.87","2"
"Microsoft","System or Application Event","CWA-0081.odeabank.com.tr","10.225.236.70","2"
"Microsoft","System or Application Event","CWA-0146.odeabank.com.tr","10.225.237.250","2"
"Microsoft","System or Application Event","CWA-0187.odeabank.com.tr","10.225.237.44","2"
"Microsoft","System or Application Event","CWA-0201.odeabank.com.tr","10.225.237.161","2"
"Microsoft","System or Application Event","DSBA1040-03.odeabank.com.tr","10.225.3.226","2"
"Microsoft","System or Application Event","DSBA1050-01.odeabank.com.tr","10.225.7.227","2"
"Microsoft","System or Application Event","DSBA1140-03.odeabank.com.tr","10.225.65.137","2"
"Microsoft","System or Application Event","DSBA2300-03.odeabank.com.tr","10.225.53.226","2"
"Microsoft","System or Application Event","DSTE1000-02.odeabank.com.tr","10.225.214.229","2"
"Microsoft","System or Application Event","DSTE1030-01.odeabank.com.tr","10.225.4.220","2"
"Microsoft","System or Application Event","DSTE1250-02.odeabank.com.tr","10.225.44.224","2"
"Microsoft","System or Application Event","DSTE2190-02.odeabank.com.tr","10.225.24.222","2"
"Microsoft","System or Application Event","DSVD1000-01.odeabank.com.tr","10.225.214.235","2"
"Microsoft","System or Application Event","DSVD1210-01.odeabank.com.tr","10.225.28.230","2"
"Microsoft","System or Application Event","DSVD2220-01.odeabank.com.tr","10.225.34.225","2"
"Microsoft","System or Application Event","DSVP1040-01.odeabank.com.tr","10.225.3.228","2"
"Microsoft","System or Application Event","DSVP2050-01.odeabank.com.tr","10.225.9.199","2"
"Microsoft","System or Application Event","DSZD1000-01.odeabank.com.tr","10.225.214.230","2"
"Microsoft","System or Application Event","DSZD1010-01.odeabank.com.tr","10.225.1.226","2"
"Microsoft","System or Application Event","DSZD1180-01.odeabank.com.tr","10.225.41.230","2"
"Microsoft","System or Application Event","DSZD1290-01.odeabank.com.tr","10.225.51.230","2"
"Microsoft","System or Application Event","DSZD2040-01.odeabank.com.tr","10.225.16.233","2"
"Microsoft","System or Application Event","DSZD2050-01.odeabank.com.tr","10.225.9.223","2"
"Microsoft","System or Application Event","DSZD2270-01.odeabank.com.tr","10.225.48.231","2"
"Microsoft","System or Application Event","DSZD2280-01.odeabank.com.tr","10.225.49.229","2"
"Microsoft","System or Application Event","DSZD2300-01.odeabank.com.tr","10.225.53.221","2"
"Microsoft","System or Application Event","Floorpc-3501.odeabank.com.tr","10.225.184.23","2"
"Microsoft","System or Application Event","Hazine_DellPC.odeabank.com.tr","10.225.209.251","2"
"Microsoft","System or Application Event","L199-0002.odeabank.com.tr","10.225.225.25","2"
"Microsoft","System or Application Event","NW-5CG63204S6.odeabank.com.tr","10.225.176.22","2"
"Microsoft","System or Application Event","OBT-ARCSCON3.odeabank.com.tr","10.224.104.29","2"
"Microsoft","System or Application Event","OBT-BCK03.odeabank.com.tr","10.224.8.91","2"
"Microsoft","System or Application Event","OBT-BCK05.odeabank.com.tr","10.224.8.55","2"
"Microsoft","System or Application Event","OBT-CENTRALDB02.odeabank.com.tr","10.224.8.49","2"
"Microsoft","System or Application Event","OBT-DODB1.odeabank.com.tr","10.224.116.11","2"
"Microsoft","System or Application Event","OBT-DRCLSWEB1.odeabank.com.tr","10.224.170.78","2"
"Microsoft","System or Application Event","OBT-DREFT01.odeabank.com.tr","10.224.146.25","2"
"Microsoft","System or Application Event","OBT-DRIBUI01.odeabank.com.tr","10.224.161.8","2"
"Microsoft","System or Application Event","OBT-DRIXBZTDB1.odeabank.com.tr","10.224.146.52","2"
"Microsoft","System or Application Event","OBT-DRSESANLZ1.odeabank.com.tr","10.224.170.63","2"
"Microsoft","System or Application Event","OBT-EFT02.odeabank.com.tr","10.224.15.26","2"
"Microsoft","System or Application Event","OBT-EVRG1.odeabank.com.tr","10.224.15.105","2"
"Microsoft","System or Application Event","OBT-FS12.odeabank.com.tr","10.224.3.42","2"
"Microsoft","System or Application Event","OBT-HPSQL12.odeabank.com.tr","10.224.120.42","2"
"Microsoft","System or Application Event","OBT-IBUI01.odeabank.com.tr","10.224.18.8","2"
"Microsoft","System or Application Event","OBT-IXBIDB12.odeabank.com.tr","10.224.8.123","2"
"Microsoft","System or Application Event","OBT-IXDMS02.odeabank.com.tr","10.224.8.33","2"
"Microsoft","System or Application Event","OBT-IXDMSTST01.odeabank.com.tr","10.224.8.37","2"
"Microsoft","System or Application Event","OBT-IXETLDBV01.odeabank.com.tr","10.224.8.43","2"
"Microsoft","System or Application Event","OBT-PRNT2.odeabank.com.tr","10.225.183.16","2"
"Microsoft","System or Application Event","OBT-SESREC2.odeabank.com.tr","10.224.60.62","2"
"Microsoft","System or Application Event","OBT-SESTEKVR1.odeabank.com.tr","10.225.236.16","2"
"Microsoft","System or Application Event","OBT-SGK3.odeabank.com.tr","10.224.21.38","2"
"Microsoft","System or Application Event","OBT-VR1.odeabank.com.tr","10.224.32.206","2"
"Microsoft","System or Application Event","OBTVM-ACLAX1.odeabank.com.tr","10.224.121.55","2"
"Microsoft","System or Application Event","OBTVM-ARCSCON8.odeabank.com.tr","10.224.104.130","2"
"Microsoft","System or Application Event","OBTVM-ARCSCON9.odeabank.com.tr","10.224.104.131","2"
"Microsoft","System or Application Event","OBTVM-ARSPUB1.odeabank.com.tr","10.224.58.52","2"
"Microsoft","System or Application Event","OBTVM-BCKCC1.odeabank.com.tr","10.224.32.41","2"
"Microsoft","System or Application Event","OBTVM-BGST1.odeabank.com.tr","10.224.104.90","2"
"Microsoft","System or Application Event","OBTVM-BMR01.odeabank.com.tr","10.224.120.155","2"
"Microsoft","System or Application Event","OBTVM-BTOM11.odeabank.com.tr","10.224.15.85","2"
"Microsoft","System or Application Event","OBTVM-BUSS1.odeabank.com.tr","10.224.120.65","2"
"Microsoft","System or Application Event","OBTVM-CA1.odeabank.com.tr","10.224.3.143","2"
"Microsoft","System or Application Event","OBTVM-CAPP02.odeabank.com.tr","10.224.15.45","2"
"Microsoft","System or Application Event","OBTVM-CMVIDX4.odeabank.com.tr","10.224.8.102","2"
"Microsoft","System or Application Event","OBTVM-COUI2.odeabank.com.tr","10.224.15.177","2"
"Microsoft","System or Application Event","OBTVM-CPM01.odeabank.com.tr","10.224.121.120","2"
"Microsoft","System or Application Event","OBTVM-CPM02.odeabank.com.tr","10.224.121.121","2"
"Microsoft","System or Application Event","OBTVM-CSM1.odeabank.com.tr","10.224.105.75","2"
"Microsoft","System or Application Event","OBTVM-DBAMON1.odeabank.com.tr","10.224.8.111","2"
"Microsoft","System or Application Event","OBTVM-DRBTOM11.odeabank.com.tr","10.224.146.87","2"
"Microsoft","System or Application Event","OBTVM-DRBZTFS1.odeabank.com.tr","10.224.146.99","2"
"Microsoft","System or Application Event","OBTVM-DRCAPP01.odeabank.com.tr","10.224.146.44","2"
"Microsoft","System or Application Event","OBTVM-DRCBFS1.odeabank.com.tr","10.224.155.111","2"
"Microsoft","System or Application Event","OBTVM-DRIBDA1.odeabank.com.tr","10.224.146.127","2"
"Microsoft","System or Application Event","OBTVM-DRIBFE1.odeabank.com.tr","10.224.161.126","2"
"Microsoft","System or Application Event","OBTVM-DRIBMU1.odeabank.com.tr","10.224.161.128","2"
"Microsoft","System or Application Event","OBTVM-DRINV1.odeabank.com.tr","10.224.146.145","2"
"Microsoft","System or Application Event","OBTVM-DRIXCAPP1.odeabank.com.tr","10.224.145.116","2"
"Microsoft","System or Application Event","OBTVM-DRIXSR4.odeabank.com.tr","10.224.145.31","2"
"Microsoft","System or Application Event","OBTVM-DRKKB01.odeabank.com.tr","10.224.146.172","2"
"Microsoft","System or Application Event","OBTVM-DRNAP3.odeabank.com.tr","10.224.155.129","2"
"Microsoft","System or Application Event","OBTVM-DROBTIS11.odeabank.com.tr","10.224.146.109","2"
"Microsoft","System or Application Event","OBTVM-DROCACQ1.odeabank.com.tr","10.224.159.140","2"
"Microsoft","System or Application Event","OBTVM-DROCUI1.odeabank.com.tr","10.224.159.139","2"
"Microsoft","System or Application Event","OBTVM-DRPCSM1.odeabank.com.tr","10.224.146.135","2"
"Microsoft","System or Application Event","OBTVM-DRPCSM3.odeabank.com.tr","10.224.146.137","2"
"Microsoft","System or Application Event","OBTVM-DRPSM01.odeabank.com.tr","10.224.155.121","2"
"Microsoft","System or Application Event","OBTVM-DRPYR2.odeabank.com.tr","10.224.164.47","2"
"Microsoft","System or Application Event","OBTVM-DRSESARA1.odeabank.com.tr","10.224.134.199","2"
"Microsoft","System or Application Event","OBTVM-DRTRM1.odeabank.com.tr","10.224.172.21","2"
"Microsoft","System or Application Event","OBTVM-DRTRM11.odeabank.com.tr","10.224.172.31","2"
"Microsoft","System or Application Event","OBTVM-DRTRM12.odeabank.com.tr","10.224.172.32","2"
"Microsoft","System or Application Event","OBTVM-DRTRM16.odeabank.com.tr","10.224.172.36","2"
"Microsoft","System or Application Event","OBTVM-DRTRM2.odeabank.com.tr","10.224.172.22","2"
"Microsoft","System or Application Event","OBTVM-DRTRM4.odeabank.com.tr","10.224.172.24","2"
"Microsoft","System or Application Event","OBTVM-DRTRM5.odeabank.com.tr","10.224.172.25","2"
"Microsoft","System or Application Event","OBTVM-DRTRM9.odeabank.com.tr","10.224.172.29","2"
"Microsoft","System or Application Event","OBTVM-DRWFM2.odeabank.com.tr","10.224.155.32","2"
"Microsoft","System or Application Event","OBTVM-DSSRV01.odeabank.com.tr","10.224.114.21","2"
"Microsoft","System or Application Event","OBTVM-DTXAPP1.odeabank.com.tr","10.224.58.70","2"
"Microsoft","System or Application Event","OBTVM-DTXUI1.odeabank.com.tr","10.224.96.70","2"
"Microsoft","System or Application Event","OBTVM-DWHDRUI02.odeabank.com.tr","10.224.145.106","2"
"Microsoft","System or Application Event","OBTVM-DWHUI2.odeabank.com.tr","10.224.10.109","2"
"Microsoft","System or Application Event","OBTVM-KKB01.odeabank.com.tr","10.224.15.172","2"
"Microsoft","System or Application Event","OBTVM-OCAPP1.odeabank.com.tr","10.224.113.138","2"
"Microsoft","System or Application Event","OBTVM-OCGW1.odeabank.com.tr","10.224.21.171","2"
"Microsoft","System or Application Event","OBTVM-OCGW2.odeabank.com.tr","10.224.21.172","2"
"Microsoft","System or Application Event","OBTVM-OCLOG2.odeabank.com.tr","10.224.113.143","2"
"Microsoft","System or Application Event","OBTVM-OCUI1.odeabank.com.tr","10.224.113.132","2"
"Microsoft","System or Application Event","OBTVM-ODCA01.odeabank.com.tr","10.224.15.183","2"
"Microsoft","System or Application Event","OBTVM-ODCA02.odeabank.com.tr","10.224.15.184","2"
"Microsoft","System or Application Event","OBTVM-ODCPO1.odeabank.com.tr","10.224.21.186","2"
"Microsoft","System or Application Event","OBTVM-ODCSM1.odeabank.com.tr","10.224.21.185","2"
"Microsoft","System or Application Event","OBTVM-SESARA01.odeabank.com.tr","10.224.32.199","2"
"Microsoft","System or Application Event","OBTVM-SGK1.odeabank.com.tr","10.224.15.38","2"
"Microsoft","System or Application Event","OBTVM-SPB11.odeabank.com.tr","10.224.121.63","2"
"Microsoft","System or Application Event","OBTVM-SQLM1.odeabank.com.tr","10.224.121.28","2"
"Microsoft","System or Application Event","OBTVM-TSTASSET1.odeabank.com.tr","10.224.97.50","2"
"Microsoft","System or Application Event","OBTVM-TSTHNTS2.odeabank.com.tr","10.224.59.171","2"
"Microsoft","System or Application Event","OBTVM-TSTIBFE1.odeabank.com.tr","10.224.22.127","2"
"Microsoft","System or Application Event","OBTVM-TSTINV1.odeabank.com.tr","10.224.115.145","2"
"Microsoft","System or Application Event","OBTVM-TSTIWS1.odeabank.com.tr","10.224.115.195","2"
"Microsoft","System or Application Event","OBTVM-TSTIXGW12.odeabank.com.tr","10.224.22.112","2"
"Microsoft","System or Application Event","OBTVM-TSTKKB21.odeabank.com.tr","10.224.115.61","2"
"Microsoft","System or Application Event","OBTVM-TSTODCA01.odeabank.com.tr","10.224.115.183","2"
"Microsoft","System or Application Event","PCWC03-016.odeabank.com.tr","10.225.209.96","2"
"Microsoft","System or Application Event","PW1010-0021.odeabank.com.tr","10.225.1.150","2"
"Microsoft","System or Application Event","PW1010-0052.odeabank.com.tr","10.225.1.146","2"
"Microsoft","System or Application Event","PW1030-0014.odeabank.com.tr","10.225.4.52","2"
"Microsoft","System or Application Event","PW1030-0018.odeabank.com.tr","10.225.4.186","2"
"Microsoft","System or Application Event","PW1030-0029.odeabank.com.tr","10.225.4.62","2"
"Microsoft","System or Application Event","PW1030-0035.odeabank.com.tr","10.225.4.157","2"
"Microsoft","System or Application Event","PW1040-0010.odeabank.com.tr","10.225.3.182","2"
"Microsoft","System or Application Event","PW1040-0048.odeabank.com.tr","10.225.3.175","2"
"Microsoft","System or Application Event","PW1040-0052.odeabank.com.tr","10.225.3.52","2"
"Microsoft","System or Application Event","PW1050-0038.odeabank.com.tr","10.225.7.99","2"
"Microsoft","System or Application Event","PW1070-0015.odeabank.com.tr","10.225.11.194","2"
"Microsoft","System or Application Event","PW1100-0019.odeabank.com.tr","10.225.39.132","2"
"Microsoft","System or Application Event","PW1110-0018.odeabank.com.tr","10.225.31.74","2"
"Microsoft","System or Application Event","PW1170-0007.odeabank.com.tr","10.225.66.81","2"
"Microsoft","System or Application Event","PW1190-0005.odeabank.com.tr","10.225.27.86","2"
"Microsoft","System or Application Event","PW1210-0007.odeabank.com.tr","10.225.28.70","2"
"Microsoft","System or Application Event","PW1220-0014.odeabank.com.tr","10.225.37.107","2"
"Microsoft","System or Application Event","PW1260-0006.odeabank.com.tr","10.225.43.194","2"
"Microsoft","System or Application Event","PW1290-0016.odeabank.com.tr","10.225.51.153","2"
"Microsoft","System or Application Event","PW2030-0005.odeabank.com.tr","10.225.12.185","2"
"Microsoft","System or Application Event","PW2030-0018.odeabank.com.tr","10.225.12.186","2"
"Microsoft","System or Application Event","PW2030-0021.odeabank.com.tr","10.225.12.167","2"
"Microsoft","System or Application Event","PW2030-0030.odeabank.com.tr","10.225.12.157","2"
"Microsoft","System or Application Event","PW2040-0008.odeabank.com.tr","10.225.16.49","2"
"Microsoft","System or Application Event","PW2050-0012.odeabank.com.tr","10.225.9.182","2"
"Microsoft","System or Application Event","PW2060-0022.odeabank.com.tr","10.225.36.98","2"
"Microsoft","System or Application Event","PW2120-0006.odeabank.com.tr","10.225.25.74","2"
"Microsoft","System or Application Event","PW2180-0009.odeabank.com.tr","10.225.33.111","2"
"Microsoft","System or Application Event","PW2200-0004.odeabank.com.tr","10.225.32.59","2"
"Microsoft","System or Application Event","PW2300-0010.odeabank.com.tr","10.225.53.178","2"
"Microsoft","System or Application Event","PW9019-0020.odeabank.com.tr","10.225.208.97","2"
"Microsoft","System or Application Event","PW9019-0073.odeabank.com.tr","10.225.208.232","2"
"Microsoft","System or Application Event","PW9019-0080.odeabank.com.tr","10.225.208.207","2"
"Microsoft","System or Application Event","PW9019-0096.odeabank.com.tr","10.225.208.24","2"
"Microsoft","System or Application Event","PW9019-0105.odeabank.com.tr","10.225.201.130","2"
"Microsoft","System or Application Event","PW9019-0116.odeabank.com.tr","10.225.208.191","2"
"Microsoft","System or Application Event","PW9019-0192.odeabank.com.tr","10.225.208.228","2"
"Microsoft","System or Application Event","PW9019-0198.odeabank.com.tr","10.225.208.131","2"
"Microsoft","System or Application Event","PW9019-0210.odeabank.com.tr","10.225.208.34","2"
"Microsoft","System or Application Event","PW9019-0212.odeabank.com.tr","10.225.208.201","2"
"Microsoft","System or Application Event","PW9019-0223.odeabank.com.tr","10.225.208.231","2"
"Microsoft","System or Application Event","PW9019-0232.odeabank.com.tr","10.225.208.226","2"
"Microsoft","System or Application Event","PW9019-0260.odeabank.com.tr","10.225.50.132","2"
"Microsoft","System or Application Event","PW9019-0264.odeabank.com.tr","10.225.201.26","2"
"Microsoft","System or Application Event","PW9019-0271.odeabank.com.tr","10.225.208.227","2"
"Microsoft","System or Application Event","PW9019-0302.odeabank.com.tr","10.225.208.44","2"
"Microsoft","System or Application Event","PW9019-0324.odeabank.com.tr","10.225.208.38","2"
"Microsoft","System or Application Event","PW9019-0334.odeabank.com.tr","10.225.208.199","2"
"Microsoft","System or Application Event","PW9019-0336.odeabank.com.tr","10.225.208.219","2"
"Microsoft","System or Application Event","PW9019-0402.odeabank.com.tr","10.225.208.220","2"
"Microsoft","System or Application Event","PW9019-0430.odeabank.com.tr","10.225.208.23","2"
"Microsoft","System or Application Event","PW9019-0441.odeabank.com.tr","10.225.208.244","2"
"Microsoft","System or Application Event","PW9019-0460.odeabank.com.tr","10.225.208.70","2"
"Microsoft","System or Application Event","PW9019-0479.odeabank.com.tr","10.225.208.174","2"
"Microsoft","System or Application Event","PW9019-0490.odeabank.com.tr","10.225.208.125","2"
"Microsoft","System or Application Event","PW9019-0491.odeabank.com.tr","10.225.208.242","2"
"Microsoft","System or Application Event","PW9019-0529.odeabank.com.tr","10.225.208.86","2"
"Microsoft","System or Application Event","PW9019-0551.odeabank.com.tr","10.225.177.69","2"
"Microsoft","System or Application Event","PW9019-0559.odeabank.com.tr","10.225.190.197","2"
"Microsoft","System or Application Event","PW9019-0619.odeabank.com.tr","10.225.207.105","2"
"Microsoft","System or Application Event","PW9019-0933.odeabank.com.tr","10.225.208.107","2"
"Microsoft","System or Application Event","PW9019-0994.odeabank.com.tr","10.225.208.182","2"
"Microsoft","System or Application Event","PWG1210-0001.odeabank.com.tr","10.225.28.83","2"
"Microsoft","System or Application Event","PWG1290-0001.odeabank.com.tr","10.225.51.168","2"
"Microsoft","System or Application Event","PWG2000-0001.odeabank.com.tr","10.225.5.74","2"
"Microsoft","System or Application Event","PWHAZ-0003.odeabank.com.tr","10.225.209.217","2"
"Microsoft","System or Application Event","TD9019-0005.odeabank.com.tr","10.225.211.207","2"
"Microsoft","System or Application Event","obtvm-tstoclog1.odeabank.com.tr","10.224.123.13","2"
"Microsoft","System or Application Event","pw2180-0036.odeabank.com.tr","10.225.33.120","2"
